2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,3
13,2
14,1
15,1
16,1
17,47
18,1
19,1
20,1
21,1
22,6
23,1
24,2
25,1
26,1
27,2
28,1
29,1
30,1
31,2
32,3
33,1
34,1
35,1
36,1
37,3
38,2729
39,1
40,3
41,1
42,2
43,1
44,1
45,2
46,1
47,175
48,1
49,2
50,1
51,1
52,3
53,1
54,1
55,1
56,1
57,3
58,2
59,3
60,3
61,1
62,43
63,1
64,1
65,1
66,2
67,6
68,1
69,1
70,1
71,3
72,2
73,4
74,1
75,1
76,2
77,3
78,1
79,1
80,11
81,1
82,2
83,1
84,4
85,2
86,1
87,2
88,1
89,1
90,1
91,1
92,3
93,2
94,51
95,1
96,1
97,7
98,1
99,1
100,1
101,192275
102,2
103,8
104,1233
105,1
106,1
107,3
108,5
109,1
110,51
111,1
112,2
113,1
114,1
115,4
116,1
117,286
118,1
119,1
120,1
121,5
122,755
123,2
124,1
125,1
126,4
127,2
128,1
129,6
130,8
131,1
132,2
133,1
134,1
135,1
136,3
137,327
138,1
139,5
140,1
141,1
142,4
143,5
144,5
145,1
146,1
147,154
148,5
149,3
150,3
151,1
152,3
153,1
154,1
155,1
156,1
157,2
158,1
159,3
160,1
161,7
162,2
163,1
164,3
165,1
166,2
167,6547
168,1
169,1
170,3
171,8
172,4
173,1
174,1
175,3
176,1
177,2
178,10
179,1
180,8
181,2
182,15
183,1
184,2
185,3
186,1
187,16
188,9
189,1
190,1
191,1
192,3
193,378
194,1
195,6
196,1
197,3
198,1
199,16
200,1
201,2
202,6
203,105
204,1
205,1
206,46205
207,6
208,1
209,1
210,1
211,3
212,7
213,14
214,4
215,1
216,1
217,2
218,333925
219,1
220,3
221,1
222,66
223,1
224,1
225,4
226,1
227,3
228,1
229,2
230,1
231,1
232,7
233,1
234,6
235,1
236,161229
237,2
238,36
239,1
240,2
241,132
242,11
243,1
244,1
245,1
246,3
247,3
248,321
249,1
250,1
251,1
252,3
253,12
254,1
255,2
256,2
257,12183
258,5
259,1
260,1
261,1
262,2
263,957
264,2
265,2
266,3
267,16
268,1
269,3
270,1
271,1
272,15
273,1
274,2
275,3
276,4
277,3
278,1
279,4
280,2
281,1
282,7
283,12
284,1
285,1
286,1
287,5467
288,1
289,1
290,3
291,8
292,2
293,1
294,9
295,1
296,1
297,2
298,1
299,1
300,1
301,30
302,15
303,1
304,117
305,16807
306,1
307,3
308,1
309,1
310,2
311,11
312,3
313,12
314,3
315,1
316,1
317,63
318,6
319,12
