2,2
3,22
4,1
5,2
6,1
7,2
8,18
9,11
10,1
11,16
12,1
13,1
14,covering set
15,2
16,2
17,46
18,1
19,covering set
20,8
21,1
22,1
23,2
24,1
25,1
26,2
27,10
28,1
29,covering set
30,30
31,6
32,10
33,1
34,1
35,2
36,1
37,2
38,766
39,covering set
40,1
41,4
42,1
43,2
44,covering set
45,3
46,1
47,2
48,2
49,1
50,6
51,2
52,1
53,6
54,1
55,8
56,2
57,1
58,2
59,covering set
60,1
61,1
62,2
63,78
64,9
65,NA
66,4
67,6
68,198
69,1
70,1
71,4
72,2445
73,1
74,covering set
75,2
76,1
77,2
78,1
79,covering set
80,208
81,1
82,7
83,2
84,7
85,1
86,8
87,10
88,1
89,covering set
90,10
91,2
92,2
93,2
94,1
95,4
96,1
97,2
98,98
99,covering set
100,11
101,24
102,2070
103,54
104,covering set
105,1
106,1
107,2
108,1
109,1
110,42
111,2
112,1
113,2
114,27
115,18
116,118
117,1
118,1
119,covering set
120,1
121,8
122,10
123,NA
124,11
125,4
126,1
127,6
128,18
129,1
130,1
131,12
132,1
133,5
134,covering set
135,2
136,3
137,NA
138,3
139,covering set
140,108
141,7
142,14
143,6
144,1
145,1
146,24
147,2042
148,1
149,covering set
150,3
151,4
152,14
153,2
154,1
155,2
156,162
157,1
158,18
159,covering set
160,1
161,2
162,2
163,NA
164,covering set
165,1
166,2
167,18
168,1
169,1
170,108
171,138
172,22
173,NA
174,1
175,3048
176,2
177,9
178,177
179,covering set
180,1
181,1
182,34
183,2
184,15
185,4
186,1
187,110
188,182
189,1
190,1
191,2
192,1
193,1
194,covering set
195,4
196,1
197,2
198,11
199,covering set
200,16
201,18
202,1
203,2
204,1
205,75
206,130
207,NA
208,1
209,covering set
210,1
211,2
212,2
213,1
214,NA
215,8
216,2
217,1
218,2
219,covering set
220,405
221,NA
222,1
223,22
224,covering set
225,1
226,18
227,NA
228,6
229,1
230,10
231,400
232,1
233,2
234,15
235,NA
236,48
237,1
238,1
239,covering set
240,2
241,13
242,NA
243,6
244,1
245,8
246,1
247,NA
248,6
249,3
250,1
251,4
252,2
253,2
254,covering set
255,4
256,1
257,2
258,1
259,covering set
260,4
261,2
262,10
263,NA
264,1
265,2
266,2
267,198
268,2
269,covering set
270,1
271,758
272,6
273,2
274,3
275,2
276,1
277,1
278,26
279,covering set
280,1
281,2
